,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
279680,56.024136,92.78828976564336,401.9538353940745,1,14,18,31,0,0,0,0,0,1,2,3,5.697077921393819,1095286.0,0.0196811550697921,5,14,17,28,0,0,0,1,1,2,3,4,1,1,3,0,0,0,0,0,1,0,0,0,0,2,2,3,0,9,11,18,0.6521195173906729,1.4578621367903768,0,0,0,0.1145912528515327,4,8,17,121,28,2348.0,560.0,5.875,6.565217391304348,1971.9115044247787,1975.625,5198.383765037811,красноярский край,10,first,95.0,красноярск,s6033,False,False,52500.0,54630.65174753576,0.0
275731,54.992821203525416,82.89810796990176,184.3391446272673,0,23,56,104,0,0,0,0,0,1,9,23,3.993772434079904,1625600.0,0.2555612712056849,0,11,22,31,0,0,1,1,0,1,1,7,5,8,10,0,0,0,0,1,1,0,1,4,0,1,4,9,0,15,33,55,0.7927199340187054,1.2587548267515234,0,0,0,0.3512031915845781,7,15,18,149,35,3626.0,971.0,7.101351351351353,7.6571428571428575,1974.45945945946,1981.057142857143,4558.800829699353,новосибирская область,100,unknown,85.0,новосибирск,s6657,False,False,42900.0,39801.63852249272,0.0
276844,56.83452,60.595264208885744,339.2223215761736,12,186,324,532,0,0,0,1,4,60,96,155,1.1294813894404032,1468833.0,0.049641781544678,4,36,51,102,1,11,22,29,0,20,30,39,4,9,16,2,7,11,5,13,15,3,9,18,1,11,25,40,9,90,153,279,0.4914608989388612,2.8993657831060067,0,0,0,0.0266009880424911,9,10,38,117,38,3814.0,919.0,8.810344827586208,7.378378378378378,1967.146551724138,1958.027027027027,3443.902755585201,свердловская область,10,unknown,65.0,екатеринбург,s27768,False,False,65600.0,73913.178482772,0.0
278838,59.9023575,30.32461917214665,1710.3105674372946,3,84,135,223,0,0,0,1,1,16,25,40,4.054245361525228,5381736.0,0.0338924600131595,7,15,36,65,0,2,2,2,0,4,4,8,8,16,22,0,1,5,4,4,5,8,11,18,0,9,17,34,1,42,75,132,0.3649654378580381,1.055024011112642,0,0,0,0.1334735985593025,11,18,31,91,30,2749.0,1133.0,6.4767441860465125,7.37037037037037,1926.3023255813955,1951.037037037037,1816.5161787012828,санкт-петербург,100,other,35.0,санкт-петербург,s10398,False,False,21300.0,9279.6012035293,9.0
279513,43.117443,131.89012941059448,29.38333383463437,12,178,308,374,0,0,0,0,4,45,94,110,0.2848977652734586,604901.0,0.0715103730291411,3,29,48,70,1,5,9,15,2,25,30,32,5,12,16,8,21,27,9,19,19,1,2,5,0,13,19,29,7,92,133,158,2272.562134512384,0.7954829006435811,0,0,3,0.0615687800404514,15,30,37,200,73,1642.0,507.0,5.689873417721517,4.678571428571429,1949.771739130435,1941.9242424242425,5686.765137123932,приморский край,100,second,134.0,владивосток,s18465,False,False,195000.0,198990.35395051376,0.0
277173,52.26237,104.30384956390688,88.64931714018721,0,2,8,34,0,0,0,0,0,0,2,11,3.3251485958356497,623562.0,0.510006070221938,0,1,7,18,0,0,0,1,0,0,0,0,1,3,4,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,4,14,61.4581418582952,2.5719979304636738,0,0,0,0.1385294976343174,4,8,13,126,48,1319.0,524.0,6.974789915966388,8.488372093023257,1980.672268907563,1984.3953488372088,5451.16637833324,иркутская область,10,first,105.0,иркутск,s6904,False,False,67500.0,81613.71382656903,0.025712025861796196
276416,56.84861,60.56792152202736,590.9566703254634,7,26,52,114,0,0,0,0,0,2,8,17,2.86756321118028,1468833.0,0.0602395731293077,1,9,13,31,0,0,0,2,1,1,2,3,0,3,8,0,0,1,0,1,1,2,3,7,0,1,6,11,6,17,29,70,2.507853262085193,1.2532827483031286,0,0,0,0.0827060056607375,9,16,28,66,20,2550.0,871.0,12.62121212121212,11.8,1988.8030303030305,1986.25,3443.20214911634,свердловская область,10,unknown,65.0,екатеринбург,s18695,False,False,52700.0,53272.94128461501,0.0
275487,55.34488739376468,86.07361443080788,117.50450847534609,3,35,61,100,0,0,0,0,1,5,13,21,1.2181534413470063,558662.0,0.1384012585783821,0,15,22,31,0,1,2,4,1,2,4,5,0,0,4,3,3,6,1,1,2,2,2,3,0,1,2,6,1,20,35,54,199.69739266238005,2.180650161780912,0,0,0,0.169336492179378,13,18,26,225,63,3372.0,733.0,4.348214285714286,3.6666666666666665,1960.482142857143,1956.984126984127,4763.7344982473805,кемеровская область,10,unknown,85.0,кемерово,s7109,False,False,73300.0,84788.23603683567,0.0
279699,55.766209,49.223576852428685,276.38262707517936,4,48,73,96,0,0,0,0,0,4,11,15,6.295884715937872,1251969.0,0.1094344216357659,0,14,24,29,0,0,0,0,0,3,3,3,3,5,5,1,1,1,2,2,3,0,4,9,0,3,3,4,3,36,46,55,0.6867416612471864,9.79843569029414,0,0,0,0.0805515129787111,10,17,20,56,21,2055.0,764.0,9.75,9.952380952380953,1992.553571428572,1993.142857142857,2745.0122744801006,татарстан,10,manylevels,45.0,казань,s19729,False,False,49400.0,47553.64018023082,0.0
276621,59.927364,30.35824592103135,230.4519236349224,15,358,763,1229,0,4,12,17,0,127,258,427,2.533295570794584,5381736.0,0.0477593975887721,3,37,68,137,1,14,26,41,0,10,23,45,10,32,57,6,15,22,47,76,124,11,32,47,2,52,95,155,12,215,461,740,0.3589265714640555,0.3685676711258756,0,5,8,0.1045364437745249,18,37,57,395,135,6493.0,2403.0,4.775132275132275,4.809160305343512,1883.018766756032,1882.0230769230768,1819.289653711161,санкт-петербург,110,unknown,35.0,санкт-петербург,s20543,False,False,219600.0,215133.8084664484,0.0
275578,53.179495328550594,50.08872348056234,154.13913314820405,0,27,62,93,0,0,0,1,0,7,17,25,2.4239033136039514,1156644.0,0.0386989985285864,4,48,80,133,0,1,3,5,0,0,2,2,1,1,1,2,5,7,0,2,3,0,0,0,0,3,5,5,0,11,22,37,4.215688799055337,2.2152961894123298,0,0,0,0.0548854287224037,15,18,25,158,41,1122.0,126.0,3.6535433070866143,2.3125,1607.2695035460993,1567.060606060606,2663.693036347627,самарская область,100,unknown,55.0,самара,s19616,False,False,41300.0,36726.55920905546,0.0
275665,53.24078527707306,34.36392217202934,115.01950899221065,5,46,63,85,0,0,0,0,1,11,16,19,0.3456018325266033,406553.0,0.203377953483158,0,19,27,38,1,3,8,8,0,3,4,4,3,3,4,9,11,13,1,1,2,2,2,2,0,2,3,4,0,12,16,30,328.04596020950737,4.543270682675278,0,0,0,0.1521140722836294,4,6,12,160,45,1765.0,528.0,4.18,4.024390243902439,1962.092105263158,1954.9761904761904,1829.5622016390641,брянская область,110,other,35.0,брянск,s18486,False,False,52800.0,58155.35171909831,0.0
279159,53.76050600000001,87.12657581037075,112.9438156738153,2,54,88,135,0,0,0,0,1,13,14,19,0.8799518070168884,552105.0,0.1698276935940876,0,12,36,58,0,6,11,18,0,3,4,7,3,4,7,0,8,17,1,1,3,4,7,10,0,0,1,4,1,23,37,49,303.7113327195245,4.608991719699562,0,0,0,0.3139854848748136,4,16,28,200,70,3968.0,1327.0,5.849462365591397,5.3538461538461535,1960.521276595745,1957.590909090909,4683.968801612892,кемеровская область,10,unknown,85.0,новокузнецк,s10186,False,False,53900.0,59029.34977205366,0.0
275569,61.78794261141858,34.39552256241403,57.8987377553139,0,11,22,37,0,0,0,0,0,1,4,5,0.5235315057322469,280170.0,0.2227089559215181,0,6,11,24,0,2,4,4,0,1,1,1,0,0,0,0,0,3,1,1,2,0,0,1,0,0,0,0,0,6,11,17,296.8369537048552,94.4341504994748,0,0,0,0.2640322415334349,3,5,10,126,35,844.0,299.0,2.8991596638655466,3.2,1957.833333333333,1957.2571428571423,2125.228574176191,карелия,100,first,36.0,петрозаводск,s21691,False,False,57100.0,71072.36115216222,0.10613534330091225
278592,56.042347,92.92326263850028,96.66316121813342,0,24,52,79,0,0,0,0,0,5,15,23,4.7594630455193565,1095286.0,0.1100897989405769,0,13,39,67,0,0,0,0,0,2,9,13,1,1,3,0,0,0,2,3,3,1,2,2,0,2,6,7,0,12,21,34,1.1640501975147868,5.253398984608121,0,0,0,0.135065182248092,3,11,18,55,12,2612.0,569.0,12.944444444444445,14.333333333333336,2002.833333333333,2008.5,5207.637729158968,красноярский край,100,unknown,95.0,красноярск,s5072,False,False,93300.0,94524.11740788334,0.0
278664,55.99503299999999,92.91885087887322,547.5780290555595,0,6,26,40,0,1,1,1,0,0,1,2,3.110418181135824,1095286.0,0.0290325107992512,2,15,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,4,6,0,5,21,29,2.707327589155513,2.2691011329609085,0,0,0,0.0566995079099041,5,7,14,78,43,1238.0,615.0,4.44871794871795,3.8372093023255816,1963.8076923076928,1960.8837209302328,5202.994121284584,красноярский край,100,high,95.0,красноярск,s2513,False,False,33300.0,23466.975149027003,3.216413574765941
279717,55.9966,92.92012717684752,87.34781513153366,0,5,18,39,0,1,1,1,0,0,1,1,3.0818415962572216,1095286.0,0.1066509857166492,0,13,44,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,5,7,0,4,14,29,2.5888388828781603,2.1848373903296228,0,0,0,0.157013405943019,5,7,10,80,46,1257.0,670.0,4.4125,3.717391304347826,1963.6375,1961.543478260869,5203.211193471059,красноярский край,10,unknown,95.0,красноярск,s32021,False,False,55400.0,54483.33187079273,0.0
277206,56.47348,84.95023531422076,234.5360171143413,2,52,116,183,0,0,0,0,0,14,36,52,1.7227902587058874,576624.0,0.1530883204703215,0,12,31,49,0,8,8,11,0,5,10,12,1,4,6,8,11,20,3,8,13,0,2,6,0,1,2,3,2,9,45,73,201.7638677235429,3.0790595644302767,0,0,0,0.2872219131486621,8,21,31,264,49,1118.0,197.0,2.7763975155279503,2.8461538461538463,1932.8515625,1932.2380952380956,4797.43541501294,томская область,100,first,85.0,томск,s32736,False,False,62400.0,74491.75702289904,0.007424597492724404
279648,45.099282,39.0042638471245,136.4299415968728,2,14,25,31,0,0,0,6,0,1,3,3,7.3856868940777085,1405000.0,0.332653436877031,0,1,9,13,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,19,25,334.9955820939317,9.050999372396516,0,0,0,0.6625897349818826,0,4,6,45,8,1276.0,264.0,10.622222222222222,12.5,2014.355555555556,2016.25,1759.0642944438728,краснодарский край,10,other,34.0,краснодар,s27822,False,False,59900.0,66979.43202967301,0.0
275666,56.480760628199135,84.9457817424573,204.06041637363344,4,103,155,212,0,0,0,0,0,40,52,65,1.0841643963259702,576624.0,0.1059823844518473,0,19,45,70,0,5,7,13,1,6,10,14,6,9,10,3,8,18,4,9,13,2,2,2,0,4,4,5,2,53,72,87,202.3007831405779,3.3852638219219284,0,0,0,0.1124809396317103,14,23,30,272,113,1025.0,405.0,2.6084337349397595,2.5593220338983054,1928.6187050359715,1920.8620689655168,4797.802364970979,томская область,10,unknown,85.0,томск,s25893,False,False,38500.0,38562.108907941794,0.0
275519,59.93384384565518,30.35765342912639,361.9721300891706,11,287,758,1333,0,2,10,20,4,121,276,482,2.2426520877165768,5381736.0,0.0768503321640831,0,41,112,219,1,11,30,49,0,6,24,48,6,35,66,6,9,29,29,80,139,6,21,35,2,28,94,165,5,148,431,753,0.7069185335520014,1.1226880216747277,0,0,0,0.1203983332932458,8,28,69,412,113,7246.0,2238.0,4.7249357326478165,4.724770642201835,1881.8170103092789,1877.1926605504584,1819.4508601417797,санкт-петербург,100,high,35.0,санкт-петербург,s10673,False,False,183700.0,186229.80720475293,0.0
278297,52.284122,104.314881295672,209.44435007245443,0,21,38,78,0,0,0,0,0,1,5,13,2.23949636064216,623562.0,0.1843953877852038,0,8,13,26,0,0,0,2,0,0,1,2,0,0,0,2,3,4,0,1,3,5,6,9,0,2,3,4,0,13,21,44,58.943351153028686,3.5236247705609007,0,0,0,0.1856838970528743,5,11,30,242,78,3031.0,1134.0,5.47085201793722,5.594202898550725,1973.9545454545453,1978.342465753425,5454.011980078433,иркутская область,10,unknown,105.0,иркутск,s11897,False,False,38900.0,36138.47782182525,0.0
278017,50.566555,36.582185434314106,165.19030398974223,0,6,23,65,0,0,0,0,0,0,3,12,3.273717738225705,384425.0,0.1439239024226685,0,4,19,54,0,0,3,7,0,0,1,5,0,0,4,0,0,1,0,0,0,0,1,6,0,0,0,3,0,5,11,27,556.5131071791993,3.490288330230052,0,0,0,0.1172107097573579,4,8,23,87,33,2920.0,964.0,10.172413793103448,10.333333333333334,1991.0229885057477,1991.909090909091,1849.8350917844432,белгородская область,10,unknown,35.0,белгород,s6814,False,False,37600.0,34711.48040478249,0.0
278020,53.2555345,34.44656893844065,196.1817601679422,0,33,41,45,0,0,0,0,0,4,5,5,5.347282756639576,406553.0,0.0835139387908564,2,19,31,41,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2,0,25,32,36,323.902130692773,0.8559274629982391,0,0,2,0.0761086102767479,4,9,12,103,36,2293.0,990.0,6.306930693069308,7.857142857142858,1979.851485148515,1987.6857142857143,1834.4704405077543,брянская область,110,other,35.0,брянск,s28405,False,False,44300.0,41833.65463218581,0.0
276639,61.77321,34.40315541859907,293.36322431892086,0,6,12,26,0,0,0,0,0,0,1,4,1.9596052197692269,280170.0,0.0839296873083875,1,2,6,23,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,4,7,19,296.1406755745242,93.12200367552012,0,0,0,0.3608701324035922,2,7,14,159,39,1072.0,275.0,3.022058823529412,3.0571428571428565,1962.3459119496852,1962.102564102564,2125.1933443357584,карелия,100,unknown,36.0,петрозаводск,s10909,False,False,28800.0,28428.921243834648,0.0
275760,59.9271637070056,30.314852304696807,53.63460807185513,10,354,756,1123,0,0,1,2,6,113,265,380,0.9938608103806362,5381736.0,0.0169651941503262,4,56,107,177,0,8,21,43,0,6,18,31,10,24,35,15,43,71,36,84,114,9,25,43,3,50,104,155,4,208,423,613,0.4515926319241553,1.6272945339682356,0,0,0,0.3299648347006625,8,54,76,240,87,4871.0,2018.0,4.556650246305419,4.6493506493506525,1853.0295566502464,1836.064935064935,1816.6831168172614,санкт-петербург,10,underground,35.0,санкт-петербург,s6752,False,False,136300.0,130121.20813207256,0.0
279257,52.287598,104.30419856158532,153.4163120153892,5,36,70,139,0,0,0,0,2,12,22,42,1.4039166072184075,623562.0,0.1576052584281912,0,8,27,47,0,4,8,9,0,0,1,3,2,2,2,2,3,3,2,4,5,0,0,3,1,3,6,11,2,12,27,71,58.94877333767096,2.80556908459434,0,0,0,0.0884196532438795,12,25,36,251,78,1864.0,520.0,3.3577586206896552,3.1621621621621623,1946.5156950672647,1938.5135135135129,5453.816004100352,иркутская область,10,unknown,105.0,иркутск,s6992,False,False,72700.0,80219.63139594624,0.0
275850,47.22405374043864,39.70684342214852,98.33831984466777,5,91,171,350,0,0,2,4,2,12,39,80,0.7668688752605427,1114806.0,0.133842173215685,0,63,129,227,0,13,22,32,0,13,19,41,3,8,19,18,29,38,0,1,5,4,7,10,0,9,13,24,1,41,65,153,428.57035588514674,1.4605160471470156,0,0,0,0.0860894126451043,15,24,44,486,119,4042.0,1275.0,4.289183222958058,4.544642857142857,1935.1225382932168,1939.0267857142856,1875.1181076307244,ростовская область,100,other,34.0,ростов-на-дону,s6624,False,False,63400.0,59874.92982695359,0.0
278069,42.845604,132.94945381816277,369.6139644029185,1,4,5,7,0,0,0,0,0,0,0,1,4.957347771707292,149316.0,0.10892271192106,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,2359.282921435934,0.5854737415768916,0,1,1,0.1573515980617484,3,4,4,9,1,16.0,0.0,2.0,6.394736842105262,1955.2857142857144,1971.6470588235293,5696.29965030929,приморский край,10,first,134.0,находка,s28802,False,False,29900.0,27793.86329895625,0.0
276393,55.6641373,37.755862100956506,84.00308854839047,8,36,119,186,0,0,0,0,2,6,19,22,8.950442618689356,189123.0,0.1034710114789714,0,9,19,38,0,0,0,2,0,1,5,11,5,11,15,0,2,5,3,4,4,2,6,11,2,6,10,14,3,19,74,117,0.5117769991940773,1.9285044075497129,0,0,0,0.0864540084157995,10,25,34,117,17,5500.0,1060.0,12.85344827586207,15.235294117647054,1986.1206896551723,1992.8823529411768,2101.6474918675094,москва,100,other,35.0,москва,s4424,False,False,145000.0,146566.03956779046,0.0
278025,61.784466,34.361891018411,88.33588144899147,4,52,120,221,0,0,0,0,0,10,22,39,1.7483995182158163,280170.0,0.067552679380952,1,15,28,56,0,1,2,3,0,3,10,15,2,6,9,1,4,9,0,2,2,4,8,11,0,4,14,23,3,31,69,139,295.38237559598014,93.97675600537347,0,0,0,0.1176519618615205,5,8,13,172,69,2073.0,752.0,4.0773809523809526,3.626865671641791,1958.87134502924,1952.043478260869,2123.03108732272,карелия,10,unknown,36.0,петрозаводск,s2989,False,False,48100.0,35863.11641469638,1.6249591151859566
276020,50.609176339522456,36.587844235794336,71.02386498802005,0,24,59,95,0,0,0,0,0,5,9,17,1.639589767867044,384425.0,0.2281589919233962,0,30,70,96,0,4,6,8,0,1,2,4,2,3,10,1,6,8,0,1,2,1,3,3,0,2,3,10,0,9,26,38,551.6302786101943,2.374035157726078,0,0,0,0.2375125710576069,2,10,24,169,33,2661.0,719.0,5.201219512195122,6.40625,1968.909090909091,1974.875,1851.6806608122959,белгородская область,10,unknown,35.0,белгород,s22536,False,False,52000.0,50475.991423512365,0.0
276456,53.2623,34.32419890271339,564.9628425165597,3,21,37,41,0,0,0,0,2,4,6,6,3.735260912010157,406553.0,0.3245193429003502,0,7,21,27,0,0,0,1,0,0,1,2,1,2,2,0,0,1,0,0,0,0,0,0,1,1,1,1,1,14,25,28,327.9176150108067,4.695870917319348,0,0,0,0.2535463283667353,6,9,13,109,42,3358.0,1443.0,7.87037037037037,8.78048780487805,1991.92523364486,1997.0731707317077,1828.1857792159915,брянская область,110,first,35.0,брянск,s21773,False,False,45700.0,50475.88594140885,0.0
278976,59.932747,30.365366038938376,80.90461220191318,20,349,741,1182,0,8,10,15,6,144,290,433,2.6077536768959457,5381736.0,0.1422738480418617,0,44,110,189,1,11,23,31,1,7,19,35,12,22,50,5,12,18,33,92,147,9,18,39,2,36,84,139,11,225,448,683,0.3400099626895422,0.6075586412259054,0,8,8,0.2002748990398973,23,42,53,386,86,6830.0,1333.0,4.756830601092896,4.708860759493671,1886.92602739726,1886.3417721518988,1819.8798003740858,санкт-петербург,10,first,35.0,санкт-петербург,s13502,False,False,145900.0,133329.8523584656,0.0
279630,52.251186,104.22927492449512,123.24243031351742,0,2,4,6,0,0,0,0,0,0,0,0,5.657085552096081,623562.0,0.1429020988671878,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,64.94535269092374,1.9843614500770448,0,0,0,0.3964197754770001,2,3,7,57,19,1151.0,371.0,8.446428571428571,11.22222222222222,1994.375,1999.9444444444448,5446.10323072493,иркутская область,10,unknown,105.0,маркова,s8919,False,False,43400.0,48587.16259300533,0.0
279582,43.759605,39.511998803223904,1138.5533994871885,2,3,6,12,0,0,0,0,0,0,0,1,25.91615821709932,389946.0,0.3425175773872705,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,3,3,0,0,0,0,0,1,1,4,283.92297057699693,1.6849489883062156,0,0,0,0.3023403926750273,3,3,5,1,0,0.0,602.0,6.368644067796612,6.394736842105262,1970.890625,1971.6470588235293,1729.0294603895509,краснодарский край,10,third,34.0,сочи,s6466,False,False,37300.0,37991.19129544764,0.0
279710,57.111287,65.57293791253517,199.05496066297283,3,34,49,94,0,0,0,0,0,3,5,11,5.005206799223158,744554.0,0.148664362381219,0,33,59,95,0,0,0,0,0,4,4,4,2,4,5,0,0,0,0,0,0,2,5,8,0,0,2,4,3,23,31,65,299.70312059918257,4.80944846132507,0,0,0,0.0957345552719732,6,18,26,155,61,5304.0,1871.0,11.593333333333335,11.316666666666665,2003.630872483221,2007.1166666666663,3744.9548765559766,тюменская область,10,ground,65.0,тюмень,s19437,False,False,42600.0,42103.94944233605,0.0
279482,56.05637700000001,92.96652760262218,313.4043442757106,0,4,11,28,0,0,0,0,0,0,0,1,7.71879052187974,1095286.0,0.0869533670370762,0,14,18,33,0,0,0,4,0,0,1,2,0,0,2,0,1,1,0,1,1,0,1,2,0,0,0,0,0,4,7,15,0.8320322669865532,2.3633953864496555,0,0,0,0.0497140026176746,6,12,24,135,42,3120.0,883.0,6.36842105263158,6.190476190476191,1972.375939849624,1969.952380952381,5211.366719673496,красноярский край,100,first,95.0,красноярск,s14514,False,False,48100.0,49750.42715516184,0.0
278220,54.5119479,36.27739171040717,132.65907218968042,11,104,208,324,0,0,0,0,1,9,20,32,0.9439954939554904,342936.0,0.0307625590936761,5,53,94,129,0,3,4,8,0,5,8,12,5,8,12,9,12,16,0,0,0,1,4,5,0,6,13,19,8,75,160,245,141.9152698508677,9.92308026406458,0,0,0,0.0579246993034415,9,11,22,305,85,5706.0,1697.0,5.4784053156146175,5.435294117647059,1974.0625,1974.0941176470587,1977.5512868656078,калужская область,110,other,35.0,калуга,s19729,False,False,90600.0,92884.71415193973,0.0
276909,44.8794194,37.311247993224505,47.19917182100499,3,6,15,28,0,1,1,1,1,1,3,5,40.24534555537291,262250.0,0.4411239034572629,0,6,20,37,0,0,0,0,0,0,0,0,1,1,3,1,3,3,1,3,5,0,2,2,0,0,0,0,1,2,3,9,459.8373999958172,7.946251280496267,0,0,0,0.4363784985087596,5,13,16,50,7,579.0,87.0,4.6938775510204085,5.428571428571429,1983.9591836734687,1995.571428571429,1674.507147025331,краснодарский край,110,other,34.0,анапа,s1700,False,False,88100.0,88518.50231280265,0.0
275491,55.9955278147004,92.92730273747854,431.1001753533986,0,8,17,24,0,0,0,1,0,0,0,1,3.734334112615744,1095286.0,0.1057956128899316,0,11,29,56,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,2,2,3,0,3,10,14,3.8919111969511633,1.6620419892152096,0,0,0,0.3163173009243164,6,11,15,120,21,2350.0,450.0,5.117647058823528,6.333333333333332,1966.9831932773109,1971.809523809524,5203.513365181565,красноярский край,110,unknown,95.0,красноярск,s23774,False,False,37300.0,34597.52710091868,0.0
278946,56.47936600000001,84.99386749456126,134.95280619794252,1,41,66,124,0,1,1,2,0,1,3,11,2.5906540406375345,576624.0,0.3688715044486022,0,4,11,34,0,0,0,0,0,4,4,8,1,3,6,2,2,3,0,1,2,3,7,10,0,1,2,2,1,30,39,74,203.95561016190084,2.1166896628239007,0,0,0,0.0482755655708473,12,14,31,160,66,2395.0,1226.0,6.0362318840579725,6.63157894736842,1978.6834532374105,1983.051724137931,4800.399749980829,томская область,10,first,85.0,томск,s12639,False,False,46600.0,46193.92642236915,0.0
276552,59.932083,30.3661137214454,68.70066807772912,14,329,704,1093,0,7,11,14,3,122,260,401,2.718901716433489,5381736.0,0.124168919874717,0,39,103,191,0,8,17,31,0,10,20,30,12,28,43,5,11,15,39,86,133,9,19,33,3,35,78,129,8,212,432,637,0.3277104110760777,0.5289077160563354,5,8,8,0.1615281565418277,16,38,56,352,79,6452.0,1227.0,4.795795795795796,4.774647887323943,1889.1626506024093,1892.661971830986,1819.9044479411045,санкт-петербург,10,unknown,35.0,санкт-петербург,s18796,False,False,184800.0,196752.08958239877,0.0
